ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
11993,322,322.0,3017.15,3017.15,SCMS from RDC,SCMS from RDC,0,0,0.129,LOW
11994,987,987.0,2448.71,2448.71,SCMS from RDC,SCMS from RDC,0,0,0.134,LOW
11995,9022,9022.0,4506.18,4506.18,SCMS from RDC,SCMS from RDC,0,0,0.233,LOW
11996,486,486.0,7445.8,7445.8,SCMS from RDC,SCMS from RDC,0,0,0.117,LOW
11997,4724,4724.0,7445.8,7445.8,SCMS from RDC,SCMS from RDC,0,0,0.136,LOW
11998,"See DN-1373 (ID#:11062)",1047.0,"See DN-1373 (ID#:11062)",,SCMS from RDC,SCMS from RDC,0,0,0.185,LOW
11999,78,78.0,6811.4,6811.4,SCMS from RDC,SCMS from RDC,0,0,0.164,LOW
12000,4374,4374.0,1799.88,1799.88,SCMS from RDC,SCMS from RDC,0,0,0.218,LOW
12001,"See DN-1386 (ID#:11673)",1047.0,"See DN-1386 (ID#:11673)",,SCMS from RDC,SCMS from RDC,0,0,0.222,LOW
12003,"See DN-1398 (ID#:11679)",1047.0,"See DN-1398 (ID#:11679)",,SCMS from RDC,SCMS from RDC,0,0,0.177,LOW
12004,2237,2237.0,15250.99,15250.99,SCMS from RDC,SCMS from RDC,0,0,0.156,LOW
12005,5586,5586.0,6759.28,6759.28,SCMS from RDC,SCMS from RDC,0,0,0.233,LOW
12006,"See DN-1411 (ID#:11352)",1047.0,"See DN-1411 (ID#:11352)",,SCMS from RDC,SCMS from RDC,0,0,0.183,LOW
12008,160,160.0,2590.35,2590.35,SCMS from RDC,SCMS from RDC,0,0,0.039,LOW
12009,"See DN-1422 (ID#:11682)",1047.0,"See DN-1422 (ID#:11682)",,SCMS from RDC,SCMS from RDC,0,0,0.187,LOW
12010,"See DN-1427 (ID#:11683)",1047.0,"See DN-1427 (ID#:11683)",,SCMS from RDC,SCMS from RDC,0,0,0.017,LOW
12011,5960,5960.0,9341.49,9341.49,SCMS from RDC,SCMS from RDC,0,0,0.139,LOW
12012,1900,1900.0,4997.46,4997.46,SCMS from RDC,SCMS from RDC,0,0,0.241,LOW
12014,"See DN-1466 (ID#:11357)",1047.0,"See DN-1466 (ID#:11357)",,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12015,658,658.0,4311.22,4311.22,SCMS from RDC,SCMS from RDC,0,0,0.171,LOW
12016,"See DN-1487 (ID#:11073)",1047.0,"See DN-1487 (ID#:11073)",,SCMS from RDC,SCMS from RDC,0,0,0.085,LOW
12017,20,20.0,667.17,667.17,SCMS from RDC,SCMS from RDC,0,0,0.09,LOW
12018,33,33.0,747.17,747.17,SCMS from RDC,SCMS from RDC,0,0,0.102,LOW
12020,2190,2190.0,7573.92,7573.92,SCMS from RDC,SCMS from RDC,0,0,0.19,LOW
12021,2031,2031.0,6774.59,6774.59,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12025,"See DN-16 (ID#:10540)",1047.0,"See DN-16 (ID#:10540)",,SCMS from RDC,SCMS from RDC,0,0,0.019,LOW
12026,"See DN-16 (ID#:10540)",1047.0,"See DN-16 (ID#:10540)",,SCMS from RDC,SCMS from RDC,0,0,0.022,LOW
12030,161,161.0,7441.23,7441.23,SCMS from RDC,SCMS from RDC,0,0,0.083,LOW
12031,"See DN-72 (ID#:11097)",1047.0,"See DN-72 (ID#:11097)",,SCMS from RDC,SCMS from RDC,0,0,0.007,LOW
12033,"See DN-121 (ID#:10814)",1047.0,"See DN-121 (ID#:10814)",,SCMS from RDC,SCMS from RDC,0,0,0.079,LOW
12034,898,898.0,3002,3002.0,SCMS from RDC,SCMS from RDC,0,0,0.014,LOW
12037,"See DN-46 (ID#:10550)",1047.0,"See DN-46 (ID#:10550)",,SCMS from RDC,SCMS from RDC,0,0,0.03,LOW
12041,"See DN-100 (ID#:10823)",1047.0,"See DN-100 (ID#:10823)",,SCMS from RDC,SCMS from RDC,0,0,0.159,LOW
12043,972,972.0,3162,3162.0,SCMS from RDC,SCMS from RDC,0,0,0.01,LOW
12044,114,114.0,1470,1470.0,SCMS from RDC,SCMS from RDC,0,0,0.011,LOW
12045,682,682.0,2527,2527.0,SCMS from RDC,SCMS from RDC,0,0,0.01,LOW
12046,"See DN-74 (ID#:12045)",1047.0,"See DN-74 (ID#:12045)",,SCMS from RDC,SCMS from RDC,0,0,0.021,LOW
12047,741,741.0,2656,2656.0,SCMS from RDC,SCMS from RDC,0,0,0.015,LOW
12050,"See DN-209 (ID#:11136)",1047.0,"See DN-209 (ID#:11136)",,SCMS from RDC,SCMS from RDC,0,0,0.013,LOW
12056,"See DN-209 (ID#:11136)",1047.0,"See DN-209 (ID#:11136)",,SCMS from RDC,SCMS from RDC,0,0,0.024,LOW
12058,Weight Captured Separately,1047.0,2297,2297.0,SCMS from RDC,SCMS from RDC,0,0,0.006,LOW
12059,138,138.0,439.17,439.17,SCMS from RDC,SCMS from RDC,0,0,0.008,LOW
12060,333,333.0,630.23,630.23,SCMS from RDC,SCMS from RDC,0,0,0.105,LOW
12061,"See DN-148 (ID#:10564)",1047.0,"See DN-148 (ID#:10564)",,SCMS from RDC,SCMS from RDC,0,0,0.06,LOW
12062,"See DN-148 (ID#:10564)",1047.0,"See DN-148 (ID#:10564)",,SCMS from RDC,SCMS from RDC,0,0,0.159,LOW
12063,"See DN-172 (ID#:10566)",1047.0,"See DN-172 (ID#:10566)",,SCMS from RDC,SCMS from RDC,0,0,0.035,LOW
12064,"See DN-172 (ID#:10566)",1047.0,"See DN-172 (ID#:10566)",,SCMS from RDC,SCMS from RDC,0,0,0.018,LOW
12067,57,57.0,1339.8,1339.8,SCMS from RDC,SCMS from RDC,0,0,0.035,LOW
12068,246,246.0,1130.49,1130.49,SCMS from RDC,SCMS from RDC,0,0,0.178,LOW
12071,85,85.0,759.41,759.41,SCMS from RDC,SCMS from RDC,0,0,0.027,LOW
12072,"See DN-209 (ID#:11136)",1047.0,"See DN-209 (ID#:11136)",,SCMS from RDC,SCMS from RDC,0,0,0.019,LOW
12073,"See DN-247 (ID#:11139)",1047.0,"See DN-247 (ID#:11139)",,SCMS from RDC,SCMS from RDC,0,0,0.175,LOW
12074,3073,3073.0,7947,7947.0,SCMS from RDC,SCMS from RDC,0,0,0.029,LOW
12075,7393,7393.0,30412.53,30412.53,SCMS from RDC,SCMS from RDC,0,0,0.025,LOW
12077,399,399.0,4200.78,4200.78,SCMS from RDC,SCMS from RDC,0,0,0.183,LOW
12078,24,24.0,1161,1161.0,SCMS from RDC,SCMS from RDC,0,0,0.12,LOW
12079,28,28.0,1604.96,1604.96,SCMS from RDC,SCMS from RDC,0,0,0.003,LOW
12080,"See DN-265 (ID#:10580)",1047.0,"See DN-265 (ID#:10580)",,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12083,3093,3093.0,1547,1547.0,SCMS from RDC,SCMS from RDC,0,0,0.027,LOW
12086,2670,2670.0,7533,7533.0,SCMS from RDC,SCMS from RDC,0,0,0.162,LOW
12088,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.011,LOW
12089,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.064,LOW
12090,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.176,LOW
12091,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.173,LOW
12092,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.052,LOW
12093,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.155,LOW
12094,"See DN-304 (ID#:10589)",1047.0,"See DN-304 (ID#:10589)",,SCMS from RDC,SCMS from RDC,0,0,0.054,LOW
12100,627,627.0,7670.04,7670.04,SCMS from RDC,SCMS from RDC,0,0,0.008,LOW
12107,355,355.0,1886.39,1886.39,SCMS from RDC,SCMS from RDC,0,0,0.022,LOW
12109,"See DN-332 (ID#:10613)",1047.0,"See DN-332 (ID#:10613)",,SCMS from RDC,SCMS from RDC,0,0,0.015,LOW
12110,"See DN-332 (ID#:10613)",1047.0,"See DN-332 (ID#:10613)",,SCMS from RDC,SCMS from RDC,0,0,0.025,LOW
12112,752,752.0,4436.76,4436.76,SCMS from RDC,SCMS from RDC,0,0,0.054,LOW
12113,"See DN-355 (ID#:11787)",1047.0,"See DN-355 (ID#:11787)",,SCMS from RDC,SCMS from RDC,0,0,0.215,LOW
12120,2766,2766.0,10698.63,10698.63,SCMS from RDC,SCMS from RDC,0,0,0.062,LOW
12122,"See DN-423 (ID#:11194)",1047.0,"See DN-423 (ID#:11194)",,SCMS from RDC,SCMS from RDC,0,0,0.165,LOW
12123,"See DN-424 (ID#:10905)",1047.0,"See DN-424 (ID#:10905)",,SCMS from RDC,SCMS from RDC,0,0,0.156,LOW
12125,402,402.0,4807,4807.0,SCMS from RDC,SCMS from RDC,0,0,0.144,LOW
12126,"See DN-458 (ID#:11814)",1047.0,"See DN-458 (ID#:11814)",,SCMS from RDC,SCMS from RDC,0,0,0.184,LOW
12127,"See DN-442 (ID#:11202)",1047.0,"See DN-442 (ID#:11202)",,SCMS from RDC,SCMS from RDC,0,0,0.014,LOW
12128,"See DN-545 (ID#:11817)",1047.0,"See DN-545 (ID#:11817)",,SCMS from RDC,SCMS from RDC,0,0,0.105,LOW
12129,"See DN-445 (ID#:10640)",1047.0,"See DN-445 (ID#:10640)",,SCMS from RDC,SCMS from RDC,0,0,0.165,LOW
12130,"See DN-475 (ID#:10642)",1047.0,"See DN-475 (ID#:10642)",,SCMS from RDC,SCMS from RDC,0,0,0.163,LOW
12131,"See DN-475 (ID#:10642)",1047.0,"See DN-475 (ID#:10642)",,SCMS from RDC,SCMS from RDC,0,0,0.208,LOW
12133,122,122.0,1100.4,1100.4,SCMS from RDC,SCMS from RDC,0,0,0.002,LOW
12135,5725,5725.0,15671.53,15671.53,SCMS from RDC,SCMS from RDC,0,0,0.029,LOW
12136,"See DN-495 (ID#:11824)",1047.0,"See DN-495 (ID#:11824)",,SCMS from RDC,SCMS from RDC,0,0,0.018,LOW
12138,170,170.0,892,892.0,SCMS from RDC,SCMS from RDC,0,0,0.148,LOW
12139,"See DN-478 (ID#:10645)",1047.0,"See DN-478 (ID#:10645)",,SCMS from RDC,SCMS from RDC,0,0,0.184,LOW
12143,120,120.0,1318,1318.0,SCMS from RDC,SCMS from RDC,0,0,0.126,LOW
12144,"See DN-601 (ID#:10651)",1047.0,"See DN-601 (ID#:10651)",,SCMS from RDC,SCMS from RDC,-3,0,0.17,LOW
12145,"See DN-601 (ID#:10651)",1047.0,"See DN-601 (ID#:10651)",,SCMS from RDC,SCMS from RDC,-3,0,0.178,LOW
12146,"See DN-488 (ID#:10652)",1047.0,"See DN-488 (ID#:10652)",,SCMS from RDC,SCMS from RDC,0,0,0.083,LOW
12147,"See DN-488 (ID#:10652)",1047.0,"See DN-488 (ID#:10652)",,SCMS from RDC,SCMS from RDC,0,0,0.083,LOW
12148,"See DN-489 (ID#:11516)",1047.0,"See DN-489 (ID#:11516)",,SCMS from RDC,SCMS from RDC,0,0,0.171,LOW
12149,147,147.0,1671.84,1671.84,SCMS from RDC,SCMS from RDC,0,0,0.093,LOW
12150,822,822.0,3303.52,3303.52,SCMS from RDC,SCMS from RDC,0,0,0.075,LOW
12151,"See DN-614 (ID#:11219)",1047.0,"See DN-614 (ID#:11219)",,SCMS from RDC,SCMS from RDC,-12,0,0.199,LOW
12154,358,358.0,1778.7,1778.7,SCMS from RDC,SCMS from RDC,0,0,0.028,LOW
12155,"See DN-445 (ID#:10640)",1047.0,"See DN-445 (ID#:10640)",,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12159,1485,1485.0,3016.95,3016.95,SCMS from RDC,SCMS from RDC,0,0,0.07,LOW
12163,662,662.0,261.86,261.86,SCMS from RDC,SCMS from RDC,-26,0,0.036,LOW
12164,"See DN-717 (ID#:11858)",1047.0,"See DN-717 (ID#:11858)",,SCMS from RDC,SCMS from RDC,0,0,0.177,LOW
12165,"See DN-756 (ID#:11866)",1047.0,"See DN-756 (ID#:11866)",,SCMS from RDC,SCMS from RDC,0,0,0.169,LOW
12166,100,100.0,1651,1651.0,SCMS from RDC,SCMS from RDC,0,0,0.128,LOW
12167,13,13.0,798.58,798.58,SCMS from RDC,SCMS from RDC,0,0,0.0,LOW
12168,1054,1054.0,2722.38,2722.38,SCMS from RDC,SCMS from RDC,0,0,0.18,LOW
12169,2867,2867.0,10288.1,10288.1,SCMS from RDC,SCMS from RDC,0,0,0.018,LOW
12170,"See DN-742 (ID#:11537)",1047.0,"See DN-742 (ID#:11537)",,SCMS from RDC,SCMS from RDC,0,0,0.166,LOW
12171,4655,4655.0,2347.91,2347.91,SCMS from RDC,SCMS from RDC,0,0,0.049,LOW
12172,76,76.0,675,675.0,SCMS from RDC,SCMS from RDC,0,0,0.068,LOW
12174,"See DN-833 (ID#:11243)",1047.0,"See DN-833 (ID#:11243)",,SCMS from RDC,SCMS from RDC,0,0,0.168,LOW
12175,"See DN-834 (ID#:10686)",1047.0,"See DN-834 (ID#:10686)",,SCMS from RDC,SCMS from RDC,0,0,0.18,LOW
12176,824,824.0,3182.52,3182.52,SCMS from RDC,SCMS from RDC,0,0,0.134,LOW
12177,10621,10621.0,37199.06,37199.06,SCMS from RDC,SCMS from RDC,0,0,0.074,LOW
12178,1580,1580.0,11572,11572.0,SCMS from RDC,SCMS from RDC,0,0,0.146,LOW
12179,555,555.0,10575.63,10575.63,SCMS from RDC,SCMS from RDC,0,0,0.173,LOW
12180,"See DN-839 (ID#:10961)",1047.0,"See DN-839 (ID#:10961)",,SCMS from RDC,SCMS from RDC,0,0,0.205,LOW
12181,"See DN-840 (ID#:12179)",1047.0,"See DN-840 (ID#:12179)",,SCMS from RDC,SCMS from RDC,0,0,0.103,LOW
12182,"See DN-840 (ID#:12179)",1047.0,"See DN-840 (ID#:12179)",,SCMS from RDC,SCMS from RDC,0,0,0.175,LOW
12183,"See DN-841 (ID#:11540)",1047.0,"See DN-841 (ID#:11540)",,SCMS from RDC,SCMS from RDC,0,0,0.185,LOW
12184,1185,1185.0,2350.53,2350.53,SCMS from RDC,SCMS from RDC,0,0,0.03,LOW
12185,404,404.0,2313.55,2313.55,SCMS from RDC,SCMS from RDC,0,0,0.011,LOW
12186,"See DN-682 (ID#:10963)",1047.0,"See DN-682 (ID#:10963)",,SCMS from RDC,SCMS from RDC,0,0,0.184,LOW
12187,"See DN-682 (ID#:10963)",1047.0,"See DN-682 (ID#:10963)",,SCMS from RDC,SCMS from RDC,0,0,0.153,LOW
12188,"See DN-682 (ID#:10963)",1047.0,"See DN-682 (ID#:10963)",,SCMS from RDC,SCMS from RDC,0,0,0.093,LOW
12189,2253,2253.0,15923.41,15923.41,SCMS from RDC,SCMS from RDC,0,0,0.208,LOW
12191,140,140.0,1286.7,1286.7,SCMS from RDC,SCMS from RDC,0,0,0.003,LOW
12192,"See DN-718 (ID#:10968)",1047.0,"See DN-718 (ID#:10968)",,SCMS from RDC,SCMS from RDC,0,0,0.215,LOW
12195,6007,6007.0,20395.6,20395.6,SCMS from RDC,SCMS from RDC,0,0,0.088,LOW
12196,"See DN-810 (ID#:11257)",1047.0,"See DN-810 (ID#:11257)",,SCMS from RDC,SCMS from RDC,0,0,0.247,LOW
12197,3897,3897.0,15007.8,15007.8,SCMS from RDC,SCMS from RDC,0,0,0.015,LOW
12198,"See DN-698 (ID#:10970)",1047.0,"See DN-698 (ID#:10970)",,SCMS from RDC,SCMS from RDC,0,0,0.18,LOW
12199,1693,1693.0,1220.73,1220.73,SCMS from RDC,SCMS from RDC,0,0,0.037,LOW
12200,"See DN-678 (ID#:12199)",1047.0,"See DN-678 (ID#:12199)",,SCMS from RDC,SCMS from RDC,0,0,0.077,LOW
12201,"See DN-678 (ID#:12199)",1047.0,"See DN-678 (ID#:12199)",,SCMS from RDC,SCMS from RDC,0,0,0.009,LOW
12202,490,490.0,405.97,405.97,SCMS from RDC,SCMS from RDC,0,0,0.055,LOW
12203,"See DN-729 (ID#:11895)",1047.0,"See DN-729 (ID#:11895)",,SCMS from RDC,SCMS from RDC,0,0,0.153,LOW
12204,"See DN-703 (ID#:11263)",1047.0,"See DN-703 (ID#:11263)",,SCMS from RDC,SCMS from RDC,0,0,0.181,LOW
12205,"See DN-650 (ID#:11897)",1047.0,"See DN-650 (ID#:11897)",,SCMS from RDC,SCMS from RDC,0,0,0.098,LOW
12206,441,441.0,6148.1,6148.1,SCMS from RDC,SCMS from RDC,0,0,0.008,LOW
12207,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,0,0,0.012,LOW
12210,"See DN-818 (ID#:11270)",1047.0,"See DN-818 (ID#:11270)",,SCMS from RDC,SCMS from RDC,0,0,0.112,LOW
12211,83,83.0,1608.72,1608.72,SCMS from RDC,SCMS from RDC,0,0,0.173,LOW
12212,"See DN-1015 (ID#:11561)",1047.0,"See DN-1015 (ID#:11561)",,SCMS from RDC,SCMS from RDC,0,0,0.118,LOW
12213,2506,2506.0,23382.04,23382.04,SCMS from RDC,SCMS from RDC,0,0,0.161,LOW
12214,1567,1567.0,21821.95,21821.95,SCMS from RDC,SCMS from RDC,0,0,0.173,LOW
12215,1456,1456.0,5048.32,5048.32,SCMS from RDC,SCMS from RDC,0,0,0.142,LOW
12216,"See DN-1143 (ID#:10711)",1047.0,"See DN-1143 (ID#:10711)",,SCMS from RDC,SCMS from RDC,0,0,0.13,LOW
12218,"See DN-964 (ID#:10987)",1047.0,"See DN-964 (ID#:10987)",,SCMS from RDC,SCMS from RDC,0,0,0.051,LOW
12219,145,145.0,1742.25,1742.25,SCMS from RDC,SCMS from RDC,0,0,0.01,LOW
12220,"See DN-1083 (ID#:12219)",1047.0,"See DN-1083 (ID#:12219)",,SCMS from RDC,SCMS from RDC,0,0,0.207,LOW
12222,65,65.0,1020.98,1020.98,SCMS from RDC,SCMS from RDC,0,0,0.207,LOW
12224,"See DN-921 (ID#:11917)",1047.0,"See DN-921 (ID#:11917)",,SCMS from RDC,SCMS from RDC,0,0,0.046,LOW
12225,4510,4510.0,3540.35,3540.35,SCMS from RDC,SCMS from RDC,0,0,0.155,LOW
12228,3951,3951.0,11584.54,11584.54,SCMS from RDC,SCMS from RDC,0,0,0.045,LOW
12230,"See DN-1034 (ID#:10732)",1047.0,"See DN-1034 (ID#:10732)",,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12231,"See DN-1034 (ID#:10732)",1047.0,"See DN-1034 (ID#:10732)",,SCMS from RDC,SCMS from RDC,0,0,0.136,LOW
12232,"See DN-1044 (ID#:10996)",1047.0,"See DN-1044 (ID#:10996)",,SCMS from RDC,SCMS from RDC,0,0,0.234,LOW
12233,750,750.0,813.75,813.75,SCMS from RDC,SCMS from RDC,0,0,0.183,LOW
12234,3841,3841.0,3558.49,3558.49,SCMS from RDC,SCMS from RDC,0,0,0.146,LOW
12235,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,0,0,0.183,LOW
12236,12,12.0,900,900.0,SCMS from RDC,SCMS from RDC,0,0,0.035,LOW
12237,1689,1689.0,9189.57,9189.57,SCMS from RDC,SCMS from RDC,0,0,0.163,LOW
12238,70,70.0,1169.9,1169.9,SCMS from RDC,SCMS from RDC,0,0,0.044,LOW
12242,209,209.0,5463.97,5463.97,SCMS from RDC,SCMS from RDC,0,0,0.168,LOW
12243,983,983.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,0,0,0.102,LOW
12244,56,56.0,167.44,167.44,SCMS from RDC,SCMS from RDC,0,0,0.006,LOW
12245,273,273.0,7363.74,7363.74,SCMS from RDC,SCMS from RDC,-28,0,0.147,LOW
12246,"See DN-917 (ID#:10745)",1047.0,"See DN-917 (ID#:10745)",,SCMS from RDC,SCMS from RDC,0,0,0.195,LOW
12247,"See DN-944 (ID#:11012)",1047.0,"See DN-944 (ID#:11012)",,SCMS from RDC,SCMS from RDC,0,0,0.181,LOW
12248,9000,9000.0,14036.31,14036.31,SCMS from RDC,SCMS from RDC,0,0,0.103,LOW
12249,251,251.0,1960.81,1960.81,SCMS from RDC,SCMS from RDC,0,0,0.084,LOW
12250,"See DN-846 (ID#:11939)",1047.0,"See DN-846 (ID#:11939)",,SCMS from RDC,SCMS from RDC,0,0,0.177,LOW
12251,2993,2993.0,15128.37,15128.37,SCMS from RDC,SCMS from RDC,0,0,0.133,LOW
12252,691,691.0,8252.73,8252.73,SCMS from RDC,SCMS from RDC,0,0,0.142,LOW
12253,"See DN-987 (ID#:12252)",1047.0,"See DN-987 (ID#:12252)",,SCMS from RDC,SCMS from RDC,0,0,0.156,LOW
12254,"See DN-853 (ID#:11940)",1047.0,"See DN-853 (ID#:11940)",,SCMS from RDC,SCMS from RDC,0,0,0.144,LOW
12255,"See DN-1060 (ID#:11618)",1047.0,"See DN-1060 (ID#:11618)",,SCMS from RDC,SCMS from RDC,0,0,0.179,LOW
12256,14450,14450.0,14144.68,14144.68,SCMS from RDC,SCMS from RDC,0,0,0.082,LOW
12257,"See DN-960 (ID#:11945)",1047.0,"See DN-960 (ID#:11945)",,SCMS from RDC,SCMS from RDC,0,0,0.177,LOW
12258,"See DN-960 (ID#:11945)",1047.0,"See DN-960 (ID#:11945)",,SCMS from RDC,SCMS from RDC,0,0,0.086,LOW
12259,"See DN-958 (ID#:10750)",1047.0,"See DN-958 (ID#:10750)",,SCMS from RDC,SCMS from RDC,0,0,0.147,LOW
12260,1146,1146.0,3680.33,3680.33,SCMS from RDC,SCMS from RDC,0,0,0.126,LOW
12261,"See DN-1124 (ID#:11620)",1047.0,"See DN-1124 (ID#:11620)",,SCMS from RDC,SCMS from RDC,0,0,0.155,LOW
12264,62,62.0,6443.61,6443.61,SCMS from RDC,SCMS from RDC,0,0,0.011,LOW
12265,1311,1311.0,11492.86,11492.86,SCMS from RDC,SCMS from RDC,0,0,0.127,LOW
12266,42,42.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,0,0,0.1,LOW
12267,403,403.0,1719.65,1719.65,SCMS from RDC,SCMS from RDC,0,0,0.125,LOW
12269,"See DN-933 (ID#:10755)",1047.0,"See DN-933 (ID#:10755)",,SCMS from RDC,SCMS from RDC,0,0,0.182,LOW
12270,"See DN-1163 (ID#:11030)",1047.0,"See DN-1163 (ID#:11030)",,SCMS from RDC,SCMS from RDC,0,0,0.167,LOW
12271,2267,2267.0,15128.37,15128.37,SCMS from RDC,SCMS from RDC,0,0,0.081,LOW
12272,42,42.0,1217.37,1217.37,SCMS from RDC,SCMS from RDC,0,0,0.083,LOW
12273,"See DN-1180 (ID#:11033)",1047.0,"See DN-1180 (ID#:11033)",,SCMS from RDC,SCMS from RDC,0,0,0.055,LOW
12276,305,305.0,2698.04,2698.04,SCMS from RDC,SCMS from RDC,0,0,0.151,LOW
12277,"See DN-1215 (ID#:10764)",1047.0,"See DN-1215 (ID#:10764)",,SCMS from RDC,SCMS from RDC,0,0,0.174,LOW
12278,2561,2561.0,15128.47,15128.47,SCMS from RDC,SCMS from RDC,0,0,0.043,LOW
12279,631,631.0,7584.12,7584.12,SCMS from RDC,SCMS from RDC,0,0,0.134,LOW
12280,"See DN-1221 (ID#:11636)",1047.0,"See DN-1221 (ID#:11636)",,SCMS from RDC,SCMS from RDC,0,0,0.144,LOW
12281,4,4.0,526.41,526.41,SCMS from RDC,SCMS from RDC,0,0,0.072,LOW
12282,"See DN-1228 (ID#:11638)",1047.0,"See DN-1228 (ID#:11638)",,SCMS from RDC,SCMS from RDC,0,0,0.141,LOW
12283,"See DN-1234 (ID#:11970)",1047.0,"See DN-1234 (ID#:11970)",,SCMS from RDC,SCMS from RDC,0,0,0.178,LOW
12284,"See DN-1234 (ID#:11970)",1047.0,"See DN-1234 (ID#:11970)",,SCMS from RDC,SCMS from RDC,0,0,0.163,LOW
12286,"See DN-1244 (ID#:11048)",1047.0,"See DN-1244 (ID#:11048)",,SCMS from RDC,SCMS from RDC,0,0,0.151,LOW
12289,148,148.0,1012.18,1012.18,SCMS from RDC,SCMS from RDC,0,0,0.133,LOW
12290,"See DN-1263 (ID#:11053)",1047.0,"See DN-1263 (ID#:11053)",,SCMS from RDC,SCMS from RDC,0,0,0.143,LOW
12293,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,0,0,0.011,LOW
12294,83,83.0,7789.85,7789.85,SCMS from RDC,SCMS from RDC,0,0,0.153,LOW
12295,2094,2094.0,7329.83,7329.83,SCMS from RDC,SCMS from RDC,0,0,0.03,LOW
12296,1312,1312.0,14569.14,14569.14,SCMS from RDC,SCMS from RDC,0,0,0.157,LOW
12297,2363,2363.0,7329.83,7329.83,SCMS from RDC,SCMS from RDC,0,0,0.042,LOW
12299,7579,7579.0,6759.28,6759.28,SCMS from RDC,SCMS from RDC,0,0,0.132,LOW
12300,"See DN-1332 (ID#:11663)",1047.0,"See DN-1332 (ID#:11663)",,SCMS from RDC,SCMS from RDC,0,0,0.231,LOW
12301,654,654.0,7445.8,7445.8,SCMS from RDC,SCMS from RDC,0,0,0.114,LOW
12302,1977,1977.0,7445.8,7445.8,SCMS from RDC,SCMS from RDC,0,0,0.035,LOW
12303,229,229.0,1854.88,1854.88,SCMS from RDC,SCMS from RDC,0,0,0.137,LOW
12304,"See DN-1367 (ID#:11346)",1047.0,"See DN-1367 (ID#:11346)",,SCMS from RDC,SCMS from RDC,0,0,0.103,LOW
12305,"See DN-1374 (ID#:11999)",1047.0,"See DN-1374 (ID#:11999)",,SCMS from RDC,SCMS from RDC,0,0,0.17,LOW
12307,5597,5597.0,1799.88,1799.88,SCMS from RDC,SCMS from RDC,0,0,0.185,LOW
12309,447,447.0,4257.01,4257.01,SCMS from RDC,SCMS from RDC,0,0,0.163,LOW
12310,"See DN-1397 (ID#:11678)",1047.0,"See DN-1397 (ID#:11678)",,SCMS from RDC,SCMS from RDC,0,0,0.156,LOW
12311,5748,5748.0,38957.51,38957.51,SCMS from RDC,SCMS from RDC,0,0,0.146,LOW
12312,"See DN-1399 (ID#:12311)",1047.0,"See DN-1399 (ID#:12311)",,SCMS from RDC,SCMS from RDC,0,0,0.171,LOW
12313,"See DN-1401 (ID#:10793)",1047.0,"See DN-1401 (ID#:10793)",,SCMS from RDC,SCMS from RDC,0,0,0.169,LOW
12314,7678,7678.0,6759.28,6759.28,SCMS from RDC,SCMS from RDC,0,0,0.137,LOW
12315,7686,7686.0,6759.28,6759.28,SCMS from RDC,SCMS from RDC,0,0,0.137,LOW
12316,"See DN-1411 (ID#:11352)",1047.0,"See DN-1411 (ID#:11352)",,SCMS from RDC,SCMS from RDC,0,0,0.226,LOW
12317,"See DN-1407 (ID#:11681)",1047.0,"See DN-1407 (ID#:11681)",,SCMS from RDC,SCMS from RDC,0,0,0.222,LOW
12318,54,54.0,1713.01,1713.01,SCMS from RDC,SCMS from RDC,0,0,0.044,LOW
12319,936,936.0,2233.61,2233.61,SCMS from RDC,SCMS from RDC,0,0,0.101,LOW
12320,23888,23888.0,13518.56,13518.56,SCMS from RDC,SCMS from RDC,0,0,0.175,LOW
12321,4531,4531.0,30983.24,30983.24,SCMS from RDC,SCMS from RDC,0,0,0.144,LOW
